region,136917,57.08,56.47,54.11,63.74,70.35,60.35
division,10581,56.55,56.23,53.28,63.46,70.63,60.03
114750,339,60.26,67.04,74.73,63.49,58.51,64.81
114907,200,38.05,33.28,61.31,39.8,34.94,41.47
114625,127,42.03,40.39,68.41,64.33,37.28,50.49
114746,115,63.22,65.74,79.41,66.5,60.39,67.05
114846,174,33.52,33.64,58.15,35.89,42.43,40.72
114646,141,51.22,40.09,66.33,45.64,41.35,48.93
114660,190,80.66,73.07,69.36,85.33,68.75,75.43
114681,105,62.05,48.43,68.12,57.4,56.07,58.41
114703,103,59.93,55.92,68.3,74.85,56.02,63
114847,128,51.52,57.01,76.02,54.65,53.73,58.59
114719,165,42.86,49.74,67.55,57.26,52.91,54.06
114756,166,55.96,47.73,66.87,53.99,45.44,54
114786,136,59.87,59.65,71.27,65.79,52.92,61.9
114816,116,55.04,45.24,73.81,58.43,55.43,57.59
114841,158,74.72,71.04,75.16,64.54,75.92,72.28
114850,121,53.12,41.32,68.93,74.77,59.01,59.43
114866,144,45.07,41.98,70.5,56.16,42.24,51.19
114723,132,55.15,51.55,68.03,59.09,48.31,56.43
114851,166,60.75,57.41,72.38,67.7,53.84,62.42
114887,154,64.56,60.24,79.97,68.73,71.46,68.99
114752,140,53.21,45.3,68.29,56.13,49.59,54.5
114923,153,41.32,38.51,62.52,44.98,37.45,44.96
114936,111,56.98,65.09,74.21,69.53,57.3,64.62
114896,102,68.73,69.31,70.59,67.11,46.89,64.52
114668,77,58.15,61.56,73.05,71.46,65.39,65.92
114803,66,81.55,62.39,78.71,82.31,80.42,77.08
114643,83,63.1,51.87,71.42,61.9,55.75,60.81
114658,68,67.9,65.48,80.33,81.36,62.39,71.49
114682,67,49.63,68.1,77.05,68.06,55.82,63.73
114880,61,58.4,58.85,63.77,49.96,60.45,58.29
114858,74,70.68,48.89,64.83,72.4,50.07,61.37
114917,79,53.8,58.26,71.08,59.21,58.99,60.27
114686,58,65.99,71.34,67.63,76.64,87.63,73.84
114898,62,60.16,45.65,73.95,62.38,52.94,59.02
114837,64,73.83,48.63,75.78,79.69,70.23,69.63
114848,60,44.75,59.79,66.88,61.25,63.04,59.14
114881,59,55.51,55.97,82.75,72.54,73.18,67.99
114705,72,58.23,62.99,66.6,64.93,46.63,59.88
114930,62,47.18,40.56,70.48,56.13,45.77,52.02
114757,70,52.54,53.82,63.61,41.21,43.43,50.92
114766,76,53.06,50.79,76.12,57.01,54.51,58.3
114758,86,57.44,48.46,73.87,62.62,55.73,59.62
114635,56,56.25,41.65,76.88,57.32,56.74,57.77
114888,63,53.02,54.8,73.53,67.98,49.8,59.83
114737,85,52.03,49.12,72.65,75.76,60.94,62.1
114738,68,51.54,43.86,72.98,63.35,53.42,57.03
114908,84,54.05,41.37,61.88,54.26,48.15,51.94
114724,95,40.87,36.45,70.5,61.87,24.87,46.91
114932,65,50.85,37.23,53.38,60.65,45.85,49.59
114910,70,56.96,40.64,74.07,60.61,59.32,58.32
114753,63,64.21,63.77,83.89,80.87,72.74,73.1
114744,70,47.11,39.96,57.04,44.14,54.18,48.49
114892,80,41.25,40.31,59.19,54.84,76.03,54.33
114935,63,71.15,44.64,32.54,75.75,60.6,56.94
114761,61,56.76,54.67,70.12,57.91,55.49,58.99
114894,77,43.93,42.73,68.86,53.57,55.03,52.82
114844,56,55.63,52.41,60.58,54.06,57.95,56.13
114895,96,72.27,65.81,75.55,87.08,63.57,72.85
114713,30,58.5,58.92,77.75,65.58,65.67,65.28
114763,36,68.75,70.76,82.5,71.94,61.18,71.03
114730,33,54.92,60.61,71.82,75.23,53.79,63.27
114771,29,61.9,54.91,73.97,69.31,74.22,66.86
114913,32,55.94,60.39,74.77,72.42,71.17,66.94
114700,31,65.56,51.21,74.84,55.56,62.18,61.87
114772,24,54.48,40.73,62.92,53.85,55.83,53.56
114914,20,41.63,36,72.5,48.25,55.75,50.83
114680,45,61.17,60.5,61.94,62.11,61.28,61.4
114716,53,56.23,41.23,72.12,68.4,50.24,57.64
114645,37,52.84,51.15,71.55,58.45,77.03,62.2
114659,35,55.57,38.86,49.71,61.93,63.36,53.89
114754,27,70.83,57.69,71.57,80,63.8,68.78
114805,48,38.96,28.13,60.26,37.5,43.33,41.64
114647,30,56.33,53.33,80.08,78.75,69.92,67.68
114683,21,32.74,34.88,60.83,49.88,27.86,41.24
114831,33,52.95,56.21,74.62,68.48,67.35,63.92
114747,28,82.32,72.68,75.45,65.89,72.59,73.79
114916,22,51.02,38.41,62.5,44.89,38.98,47.16
114733,27,63.33,59.26,78.43,86.48,57.41,68.98
114748,33,74.62,66.52,82.2,81.74,57.5,72.52
114626,45,56.11,60.17,78.78,81.61,66.44,68.62
114627,43,50.06,44.01,71.45,72.56,54.77,58.57
114684,52,49.52,51.25,64.04,55.67,60.1,56.12
114685,29,48.71,58.97,58.97,54.74,45.69,53.41
114833,29,30.17,30,53.45,35.95,29.31,35.78
114778,36,81.04,56.67,82.01,77.22,72.01,73.79
114779,45,52.89,48.67,75.17,59.78,63.17,59.93
114834,35,38.07,31.21,65.79,44.43,33.71,42.64
114835,30,55.25,67.33,73.42,75.92,61.92,66.77
114649,45,52.17,69.17,66.17,56.22,40.28,56.8
114687,54,74.91,64.58,82.27,74.54,73.66,73.99
114918,37,36.69,34.73,60.2,45.34,47.57,44.91
114897,52,38.17,33.61,64.18,44.28,32.69,42.59
114836,24,54.58,51.15,75.31,70.83,56.25,61.63
114628,42,52.44,66.9,66.79,59.64,49.35,59.02
114650,28,44.11,40,68.57,43.57,43.66,47.98
114839,23,39.67,31.3,54.24,44.57,29.35,39.83
114664,40,52.88,57.94,78.19,81.69,61.25,66.39
114782,27,72.41,46.39,72.96,71.3,57.13,64.04
114665,20,46.88,64.5,76.63,65.75,68.88,64.53
114899,24,64.79,50.31,72.4,72.29,61.25,64.21
114666,22,59.89,56.25,78.07,69.09,73.41,67.34
114920,42,57.8,56.96,79.05,83.45,62.38,67.93
114900,30,53.92,42.33,67.75,61.83,45.67,54.3
114755,45,37.72,60.67,56.94,44.94,35.56,47.17
114651,45,65.44,64.22,75.11,66.67,60.39,66.37
114652,30,64.58,55.83,79.58,82.5,69.75,70.45
114653,29,62.16,51.03,65.86,75.43,67.59,64.41
114749,47,63.88,56.54,72.23,71.86,61.01,65.11
114632,20,78.63,62.5,79.13,91.5,64.63,75.28
114783,31,66.05,55.16,81.69,69.68,66.77,67.87
114654,21,60.24,42.26,58.93,46.79,56.31,52.9
114902,54,31.76,36.3,66.71,50.6,40.83,45.24
114765,30,49.17,44.67,81.5,67.58,65.75,61.73
114903,35,31.79,31,60.21,32.5,30.57,37.21
114904,32,69.69,66.88,78.36,73.83,61.72,70.09
114785,51,61.42,67.16,84.02,70.49,63.33,69.28
114706,29,39.22,39.05,66.03,46.9,44.31,47.1
114862,37,61.69,75.2,75.81,81.96,85.74,76.08
114921,41,45.18,40.67,73.84,54.39,39.7,50.76
114720,40,58.75,63.13,76.63,70.38,60.5,65.88
114689,47,51.6,62.07,66.38,56.38,49.68,57.22
114883,41,72.26,61.52,81.83,85.98,76.65,75.65
114905,32,65.16,42.89,74.38,64.69,52.89,60
114840,46,38.7,46.41,66.58,47.61,47.5,49.36
114884,32,42.81,47.89,70.23,54.77,55.7,54.28
114864,48,57.14,45.36,69.53,65.99,56.25,58.85
114787,45,61.28,57.33,85.94,76,61.94,68.5
114636,36,54.1,53.61,70.56,87.01,65.42,66.14
114690,25,65.2,48.9,67.5,47.5,73,60.42
114638,29,70.26,57.84,60.69,52.24,65.26,61.26
114815,20,86.63,74.38,80.38,94.63,94.5,86.1
114906,39,52.24,49.23,68.08,67.24,42.05,55.77
114817,30,41.17,62.67,70,54.58,63.33,58.35
114692,29,67.59,61.12,85.09,78.71,80.26,74.55
114694,23,66.3,59.67,75.98,86.63,67.61,71.24
114693,37,49.32,61.69,77.57,76.55,71.35,67.3
114669,53,61.93,65.66,79.06,53.16,81.98,68.36
114789,26,57.21,42.31,54.62,37.31,57.21,49.73
114842,26,71.54,78.08,84.33,90.19,68.46,78.52
114736,33,30.3,29.24,61.89,40.91,24.17,37.3
114655,54,45.69,31.34,62.92,44.17,41.99,45.22
114671,36,63.47,74.65,74.44,79.58,74.24,73.28
114853,23,40.33,40.22,66.09,47.28,61.85,51.15
114751,35,62.43,58.43,65.86,68.79,29.64,57.03
114695,28,42.05,63.3,70.18,77.59,68.39,64.3
114868,31,66.21,67.18,78.79,72.02,68.23,70.48
114922,20,35,31.5,63.63,43.88,33.88,41.58
114639,52,52.31,56.68,76.49,63.89,75.29,64.93
114760,36,63.61,65.83,77.92,74.44,59.51,68.26
114793,37,44.19,64.26,57.7,74.19,65.14,61.09
114696,23,73.48,63.48,84.78,78.91,72.07,74.54
114795,28,48.75,44.29,63.21,51.88,68.75,55.38
114822,31,30.32,33.87,63.15,47.18,35.32,41.97
114823,23,38.04,39.89,62.93,56.41,43.48,48.15
114909,46,78.75,82.17,78.59,78.8,70.76,77.82
114672,27,61.02,37.13,77.5,74.26,66.94,63.37
114673,34,56.54,47.87,65.44,74.78,57.21,60.37
114911,30,58.5,60.58,73.83,68.33,55,63.25
178003,36,70.35,51.39,68.33,78.89,59.93,65.78
114740,36,68.96,73.54,77.43,65.42,71.88,71.44
114742,28,39.38,43.13,68.75,72.14,57.14,56.11
114798,33,68.79,71.67,67.42,75.98,73.56,71.48
114870,40,74.06,60.25,70.38,65.25,64.5,66.89
114743,31,72.66,69.76,77.82,73.31,56.77,70.06
114873,31,58.71,63.15,65.08,80.81,64.19,66.39
114709,50,63.4,63.35,75.35,66.45,60.4,65.79
114933,46,54.89,36.85,68.37,69.46,49.62,55.84
114675,29,62.16,54.57,75.69,60.78,73.1,65.26
114676,37,79.32,84.39,80.74,81.49,71.82,79.55
114699,26,44.62,69.42,64.33,45.38,59.13,56.58
114697,22,59.32,34.77,79.09,73.41,67.05,62.73
114725,38,69.87,69.61,80.92,79.08,72.3,74.36
114698,20,26.88,31.63,62,34.13,30.5,37.03
114934,33,47.27,50.61,74.39,59.77,66.89,59.79
114726,26,66.06,54.62,76.35,66.83,55,63.77
114641,34,48.53,46.84,65.81,50.66,58.31,54.03
114876,38,55.99,59.28,78.82,70,67.24,66.26
114768,23,67.39,64.89,77.28,82.5,56.3,69.67
114642,24,62.08,48.13,76.04,75.94,74.17,67.27
114712,37,54.59,46.96,76.15,70.14,60.61,61.69
114762,30,47.33,49.33,68.17,63.83,47.75,55.28
114678,46,72.5,76.85,69.67,81.68,82.61,76.66
114769,38,62.11,57.43,79.34,82.43,68.42,69.95
114745,36,51.94,38.26,77.15,62.36,55,56.94
114679,20,72.75,77.75,80.5,84.88,72.63,77.7
114938,23,48.15,55.98,71.63,75.54,52.17,60.7
114856,50,66.2,74.4,68,70.7,62.1,68.28
114801,15,64.17,65,50.67,65.5,41.33,57.33
114926,16,77.5,74.84,67.81,71.72,85.63,75.5
114702,18,61.81,31.25,73.47,45.83,55.97,53.67
114764,17,76.47,72.79,82.06,79.26,74.41,77
114859,17,71.91,64.56,84.41,85.44,66.03,74.47
114919,19,35.39,40,63.68,35.53,42.11,43.34
114663,11,72.73,54.32,78.64,84.77,54.32,68.95
114928,18,76.81,66.39,75.42,78.06,77.36,74.81
114633,14,33.93,42.86,67.5,49.64,48.04,48.39
114819,16,55.63,44.06,63.44,61.88,53.13,55.63
114759,18,53.61,49.86,73.47,64.44,58.19,59.92
114767,10,54.75,54,77,62.25,51.75,59.95
114912,13,59.62,67.88,79.81,70.77,59.81,67.58
division,10778,57.89,57.6,54.01,64.44,71.19,61.03
115218,206,53.59,47.71,68.3,53.96,57.16,56.14
114973,101,46.41,42.75,62.82,52.28,43.44,49.54
114984,182,61.24,50.93,69.81,60.03,51.63,58.73
115179,104,75.19,50.17,69.78,52.86,43.15,58.23
115038,106,55.52,55.26,76.34,67.24,66.63,64.2
115039,101,79.11,67.77,79.5,79.6,65.17,74.23
115130,124,74.54,78.81,74.56,69.27,76.39,74.71
115161,100,72.9,63.58,68.53,91.18,60.28,71.29
115306,172,44.4,43.59,68.17,48.15,35.73,48.01
115408,104,53.22,44.18,69.74,55.43,70.63,58.64
114939,67,52.39,48.77,74.1,58.58,60.26,58.82
